hs6,cg_pre,cg_post,gr_pre,gr_post,cg_change,gr_change
252230,901.0573333333332,1154.4286666666667,2.3770000000000002,0.0,0.24754861357520852,-1.2169877414034307
252520,4396.027,4336.461,75.105,210.06566666666666,-0.013639476852107535,1.0200553357563482
252620,39826.850999999995,32757.845666666664,799.7513333333335,1703.7336666666667,-0.1953934191283384,0.7556137166888588
253020,1420.4566666666667,7043.657999999999,0.883,1.119,1.6005874316908795,0.11807802961114655
261210,0.001,0.0,10.194,0.0,-0.0009995003330834232,-2.415377920469168
270111,2650.3579999999997,6874.789666666667,9030.169,5620.670999999999,0.9529345359935126,-0.47405286574199046
270112,2597357.389,4457984.702333334,70824.12566666667,38097.89233333333,0.5402021034509659,-0.6200286109472835
270119,27533.857,105422.732,143460.079,128477.67966666666,1.3425350427418579,-0.11030079835167861
270120,136.90266666666665,22.64,28.422,65.0315,-1.7636079297587006,0.8083892070672762
270210,831.902,437.87699999999995,23968.854666666666,9516.703333333333,-0.6406967966026107,-0.9236434120933819
270220,4.8325000000000005,15.6115,18.915,255.40349999999998,1.0466495016782693,2.5552791588657615
270300,75439.63866666667,135988.906,782.6379999999999,94.54199999999999,0.5892345582149598,-2.104381237641171
270400,311620.42199999996,124907.659,940.7673333333333,16747.06233333333,-0.9142063178384436,2.8782795971159247
270710,365.2286666666667,2478.6515000000004,704.3923333333332,4797.351,1.9126153944653357,1.917273447000416
270720,63.196333333333335,58.85766666666667,43.69866666666667,0.0,-0.0699765740539755,-3.799943672688441
270730,253042.518,482304.8246666666,0.098,12.949666666666667,0.6450169220149693,2.541965270031944
270740,12105.159999999998,11947.898666666668,251.04433333333336,909.75,-0.01307530162382875,1.2846634379244746
270750,314874.3133333333,25415.22,1971.6106666666667,6265.944,-2.516789176881657,1.1559309585696518
270799,199642.47166666668,288617.1676666667,5681.918999999999,2230.677,0.3685714613015012,-0.9347116883925981
270820,37180.933333333334,26264.944,2350.995,1476.632,-0.34754978509726264,-0.4648230977747305
271111,3216421.280333333,3732123.503,131.984,0.0,0.14870799459047923,-4.890228820233158
271112,1456043.8439999998,7232866.443666667,4142.884666666667,375.8416666666667,1.602911812343546,-2.397563835234985
271113,464483.68233333336,712469.8866666667,6768.503333333333,634.7656666666667,0.42781046945654744,-2.365352953530773
271114,33615.494333333336,13206.053999999998,8.9115,0.0,-0.9342657684994595,-2.2936956991481288
271119,639424.2083333334,530932.9963333333,8156.558,4930.519333333334,-0.18593194800490487,-0.5032977377014731
271129,1272.503,1720.8196666666665,3435.0049999999997,2461.9456666666665,0.3016103061843909,-0.33295140022496295
271210,9009.954,10981.534333333335,81.09666666666668,341.15066666666667,0.19786527468046344,1.4273537711188338
271220,16952.240999999998,21249.342,324.175,390.5063333333333,0.22591396437077194,0.18563819344684163
271290,33492.937,43568.50066666667,408.584,1384.1993333333332,0.2629929422020165,1.2184573207875378
271500,20997.808999999997,25322.447,302.13166666666666,609.7433333333333,0.18726500362148002,0.7005095399602235
280110,4363.6230000000005,2559.48,107.31033333333333,31.0915,-0.5333370758029501,-1.21640936586572
280130,13253.786666666667,21578.082666666665,0.0,0.9383333333333334,0.4873657053749998,0.6618284973025181
280200,30763.727000000003,70395.30866666666,791.8325,66.524,0.8277720216442344,-2.4631288858819165
280300,303694.1986666667,425728.9916666667,737.3553333333334,3548.2863333333335,0.3377807604746934,1.5700766391888594
280410,317.2753333333333,486.86033333333336,0.0,2.951,0.42711232644419805,1.3739687114292538
280429,55333.21966666667,76783.27166666667,2692.5153333333333,1858.381666666667,0.3276083055406822,-0.37060316065967935
280430,2734.512,2611.1710000000003,6.640333333333333,58.823,-0.04613694493236142,2.0579489701515445
280440,2074.3753333333334,2134.146666666667,90.33699999999999,18.964666666666666,0.028393319792750837,-1.5205919184081909
280450,29131.087333333333,6155.087666666666,115.60200000000002,402.2716666666667,-1.554398767475778,1.240844019243485
280461,867120.2770000001,1183874.9763333334,1118.991,17682.333,0.31137021204123094,2.7593019079813095
280470,3144.3573333333334,5434.975333333333,800.2733333333334,1592.82,0.5471114554283165,0.6876868005351264
280480,2307.7329999999997,2900.6073333333334,0.0,39.439499999999995,0.22856594711221945,3.6998070300797923
280511,682.7313333333333,741.1550000000001,750.0173333333333,656.4993333333333,0.08199306329363143,-0.13298498172540896
280519,3600.2206666666666,5741.120666666667,373.0946666666667,1935.3573333333334,0.4665557341597033,1.644054938992972
280530,632.1246666666667,1436.8163333333332,2727.8340000000003,2107.3596666666667,0.8202134579194835,-0.2579641757478681
280540,183.60366666666664,165.65633333333332,2581.019333333333,211.4466666666667,-0.10227737680582916,-2.4976360826426944
280610,14801.868666666667,8085.626666666667,170.81333333333336,435.684,-0.6046093223948077,0.9328012052334866
280620,5.618666666666667,4.1706666666666665,0.0,5.4319999999999995,-0.24689231052190075,1.8612855318766652
280700,42526.48366666667,65313.612,919.2093333333332,1121.0123333333333,0.42906523704209754,0.19827789790539718
280800,5318.5560000000005,3091.923666666667,0.5814999999999999,15.657666666666666,-0.542273027209232,2.3544968071439603
281000,42429.47266666667,81219.31333333334,11842.998666666666,286.678,0.6492985810164882,-3.717734777556884
281111,5272.714333333333,7015.612,642.0413333333333,780.6256666666667,0.28554555907853363,0.19516693462800383
281119,27143.277000000002,35787.97633333333,1038.4943333333333,2115.596,0.27647369007518563,0.7110747608901118
281129,26019.199333333334,20116.144,338.89866666666666,1219.1173333333334,-0.2573007469829953,1.2780547739941772
281290,21791.181666666667,17445.016333333333,250.70566666666664,671.8563333333334,-0.22243993409207796,0.9832714193782799
281310,93.43266666666666,60.424333333333344,0.147,6.346,-0.43008099348520634,1.857006109250242
